filename,text
../kanji_images/kanji_萎.png,"wither, droop, lame"
../kanji_images/kanji_衣.png,"garment, clothes, dressing"
../kanji_images/kanji_謂.png,"reason, origin, history, oral tradition"
../kanji_images/kanji_違.png,"difference, differ"
../kanji_images/kanji_遺.png,"bequeath, leave behind, reserve"
../kanji_images/kanji_医.png,"doctor, medicine"
../kanji_images/kanji_井.png,"well, well crib, town, community"
../kanji_images/kanji_亥.png,"sign of the hog, 9-11PM, twelfth sign of the Chinese zodiac"
../kanji_images/kanji_域.png,"range, region, limits, stage, level"
../kanji_images/kanji_育.png,"bring up, grow up, raise, rear"
../kanji_images/kanji_郁.png,"cultural progress, perfume"
../kanji_images/kanji_磯.png,"seashore, beach"
../kanji_images/kanji_一.png,"one, one radical (no.1)"
../kanji_images/kanji_壱.png,one (in documents)
../kanji_images/kanji_溢.png,"overflow, inundate, spill"
../kanji_images/kanji_逸.png,"deviate, idleness, leisure, miss the mark, evade, elude, parry, diverge"
../kanji_images/kanji_稲.png,rice plant
../kanji_images/kanji_茨.png,"briar, thorn"
../kanji_images/kanji_芋.png,potato
../kanji_images/kanji_鰯.png,"sardine, (kokuji)"
../kanji_images/kanji_允.png,"license, sincerity, permit"
../kanji_images/kanji_印.png,"stamp, seal, mark, imprint, symbol, emblem, trademark, evidence, souvenir, India"
../kanji_images/kanji_咽.png,"throat, choked, smothered, stuffy"
../kanji_images/kanji_員.png,"employee, member, number, the one in charge"
../kanji_images/kanji_因.png,"cause, factor, be associated with, depend on, be limited to"
../kanji_images/kanji_姻.png,"matrimony, marry"
../kanji_images/kanji_引.png,"pull, tug, jerk, admit, install, quote, refer to"
../kanji_images/kanji_飲.png,"drink, smoke, take"
../kanji_images/kanji_淫.png,"lewdness, licentiousness"
../kanji_images/kanji_胤.png,"descendent, issue, offspring"
../kanji_images/kanji_蔭.png,"shade, shadow, backing assistance"
../kanji_images/kanji_院.png,"Inst., institution, temple, mansion, school"
../kanji_images/kanji_陰.png,"shade, yin, negative, sex organs, secret, shadow"
../kanji_images/kanji_隠.png,"conceal, hide, cover"
../kanji_images/kanji_韻.png,"rhyme, elegance, tone"
../kanji_images/kanji_吋.png,inch
../kanji_images/kanji_右.png,right
../kanji_images/kanji_宇.png,"eaves, roof, house, heaven"
../kanji_images/kanji_烏.png,"crow, raven"
../kanji_images/kanji_羽.png,"feathers, counter for birds, rabbits"
../kanji_images/kanji_迂.png,roundabout way
../kanji_images/kanji_雨.png,rain
../kanji_images/kanji_卯.png,"sign of the hare or rabbit, fourth sign of Chinese zodiac, 5-7AM, east"
../kanji_images/kanji_鵜.png,cormorant
../kanji_images/kanji_窺.png,"lie in wait, spy on, reconnoiter"
../kanji_images/kanji_丑.png,"sign of the ox or cow, 1-3AM, second sign of Chinese zodiac"
../kanji_images/kanji_碓.png,pestle
../kanji_images/kanji_臼.png,mortar
../kanji_images/kanji_渦.png,"whirlpool, eddy, vortex"
../kanji_images/kanji_嘘.png,"lie, falsehood"
../kanji_images/kanji_唄.png,"song, ballad"
../kanji_images/kanji_欝.png,"gloom, depression, melancholy"
../kanji_images/kanji_蔚.png,dense growth
../kanji_images/kanji_鰻.png,eel
../kanji_images/kanji_姥.png,old woman
../kanji_images/kanji_厩.png,"barn, stable"
../kanji_images/kanji_浦.png,"bay, creek, inlet, gulf, beach, seacoast"
../kanji_images/kanji_瓜.png,melon
../kanji_images/kanji_閏.png,"intercalation, illegitimate throne"
../kanji_images/kanji_噂.png,"rumor, gossip, hearsay"
../kanji_images/kanji_云.png,say
../kanji_images/kanji_運.png,"carry, luck, destiny, fate, lot, transport, progress, advance"
../kanji_images/kanji_雲.png,cloud
../kanji_images/kanji_荏.png,"bean, perilla, herb, soft, pliable"
../kanji_images/kanji_餌.png,"food, bait, prey, tempting profit"
../kanji_images/kanji_叡.png,"intelligence, imperial"
../kanji_images/kanji_営.png,"camp, perform, build, conduct (business)"
../kanji_images/kanji_嬰.png,"sharp (music), baby"
../kanji_images/kanji_影.png,"shadow, silhouette, phantom"
../kanji_images/kanji_映.png,"reflect, reflection, projection"
../kanji_images/kanji_曳.png,"pull, tug, jerk, admit, install, quote, refer to"
../kanji_images/kanji_栄.png,"flourish, prosperity, honor, glory, splendor"
../kanji_images/kanji_永.png,"eternity, long, lengthy"
../kanji_images/kanji_泳.png,swim
../kanji_images/kanji_洩.png,"leak, escape"
../kanji_images/kanji_瑛.png,"sparkle of jewelry, crystal"
../kanji_images/kanji_盈.png,"fullness, enough, pride, satisfy"
../kanji_images/kanji_穎.png,"heads of grain, cleverness"
../kanji_images/kanji_頴.png,"heads of grain, cleverness"
../kanji_images/kanji_英.png,"England, English, hero, outstanding, calyx"
../kanji_images/kanji_衛.png,"defense, protection"
../kanji_images/kanji_詠.png,"recitation, poem, song, composing"
../kanji_images/kanji_鋭.png,"pointed, sharpness, edge, weapon, sharp, violent"
../kanji_images/kanji_液.png,"fluid, liquid, juice, sap, secretion"
../kanji_images/kanji_疫.png,epidemic
../kanji_images/kanji_益.png,"benefit, gain, profit, advantage"
../kanji_images/kanji_駅.png,station
../kanji_images/kanji_悦.png,"ecstasy, joy, rapture"
../kanji_images/kanji_謁.png,"audience, audience (with king)"
../kanji_images/kanji_越.png,"surpass, cross over, move to, exceed, Vietnam"
../kanji_images/kanji_閲.png,"review, inspection, revision"
../kanji_images/kanji_榎.png,"lotus tree, nettle tree, hackberry"
../kanji_images/kanji_厭.png,"get tired of, satiate, bore, dislike, disagreeable, unwelcome"
../kanji_images/kanji_円.png,"circle, yen, round"
../kanji_images/kanji_園.png,"park, garden, yard, farm"
../kanji_images/kanji_堰.png,"dam, prevent, stop up"
../kanji_images/kanji_奄.png,"cover, suffocate, obstruct"
../kanji_images/kanji_宴.png,"banquet, feast, party"
../kanji_images/kanji_延.png,"prolong, stretching"
../kanji_images/kanji_怨.png,"grudge, show resentment, be jealous"
../kanji_images/kanji_掩.png,"cover, conceal"
../kanji_images/kanji_援.png,"abet, help, save"
../kanji_images/kanji_沿.png,"run alongside, follow along, run along, lie along"
../kanji_images/kanji_演.png,"performance, act, play, render, stage"
../kanji_images/kanji_炎.png,"inflammation, flame, blaze"
../kanji_images/kanji_焔.png,"flame, blaze"
../kanji_images/kanji_煙.png,smoke
../kanji_images/kanji_燕.png,swallow (bird)
../kanji_images/kanji_猿.png,monkey
../kanji_images/kanji_縁.png,"affinity, relation, connection, edge, border, verge, brink"
../kanji_images/kanji_艶.png,"glossy, luster, glaze, polish, charm, colorful, captivating"
../kanji_images/kanji_苑.png,"garden, farm, park"
../kanji_images/kanji_薗.png,"garden, yard, farm"
../kanji_images/kanji_遠.png,"distant, far"
../kanji_images/kanji_鉛.png,lead
../kanji_images/kanji_鴛.png,male mandarin duck
../kanji_images/kanji_塩.png,salt
../kanji_images/kanji_於.png,"at, in, on, as for"
../kanji_images/kanji_汚.png,"dirty, pollute, disgrace, rape, defile"
../kanji_images/kanji_甥.png,nephew
../kanji_images/kanji_凹.png,"concave, hollow, sunken"
../kanji_images/kanji_央.png,"center, middle"
../kanji_images/kanji_奥.png,"heart, interior"
../kanji_images/kanji_往.png,"journey, travel, chase away, let go, going, before, formerly"
../kanji_images/kanji_応.png,"apply, answer, yes, OK, reply, accept"
../kanji_images/kanji_押.png,"push, stop, check, subdue, attach, seize, weight, shove, press, seal, do in spite of"
../kanji_images/kanji_旺.png,"flourishing, successful, beautiful, vigorous"
../kanji_images/kanji_横.png,"sideways, side, horizontal, width, woof, unreasonable, perverse"
../kanji_images/kanji_欧.png,Europe
../kanji_images/kanji_殴.png,"assault, hit, beat, thrash"
../kanji_images/kanji_王.png,"king, rule, magnate"
../kanji_images/kanji_翁.png,venerable old man
../kanji_images/kanji_襖.png,opaque sliding door
../kanji_images/kanji_鴬.png,"nightingale, bush warbler"
../kanji_images/kanji_鴎.png,seagull
../kanji_images/kanji_黄.png,yellow
../kanji_images/kanji_岡.png,"mount, hill, knoll"
../kanji_images/kanji_沖.png,"open sea, offing, rise high into sky"
../kanji_images/kanji_荻.png,"reed, rush"
../kanji_images/kanji_億.png,"hundred million, 10**8"
../kanji_images/kanji_屋.png,"roof, house, shop, dealer, seller"
../kanji_images/kanji_憶.png,"recollection, think, remember"
../kanji_images/kanji_臆.png,"timidity, heart, mind, fear, cowardly"
../kanji_images/kanji_桶.png,"tub, bucket"
../kanji_images/kanji_牡.png,male
../kanji_images/kanji_乙.png,"the latter, duplicate, strange, witty, fishhook radical (no. 5)"
../kanji_images/kanji_俺.png,"I, myself"
../kanji_images/kanji_卸.png,wholesale
../kanji_images/kanji_恩.png,"grace, kindness, goodness, favor, mercy, blessing, benefit"
../kanji_images/kanji_温.png,warm
../kanji_images/kanji_穏.png,"calm, quiet, moderation"
../kanji_images/kanji_音.png,"sound, noise"
../kanji_images/kanji_下.png,"below, down, descend, give, low, inferior"
../kanji_images/kanji_化.png,"change, take the form of, influence, enchant, delude, -ization"
../kanji_images/kanji_仮.png,"sham, temporary, interim, assumed (name), informal"
../kanji_images/kanji_何.png,what
../kanji_images/kanji_伽.png,"nursing, attending, entertainer"
../kanji_images/kanji_価.png,"value, price"
../kanji_images/kanji_佳.png,"excellent, beautiful, good, pleasing, skilled"
../kanji_images/kanji_加.png,"add, addition, increase, join, include, Canada"
../kanji_images/kanji_可.png,"can, passable, approval"
../kanji_images/kanji_嘉.png,"applaud, praise, esteem, happy, auspicious"
../kanji_images/kanji_夏.png,summer
../kanji_images/kanji_嫁.png,"marry into, bride"
../kanji_images/kanji_家.png,"house, home, family, professional, expert, performer"
../kanji_images/kanji_寡.png,"widow, minority, few"
../kanji_images/kanji_科.png,"department, course, section"
../kanji_images/kanji_暇.png,"spare time, rest, leisure, time, leave of absence"
../kanji_images/kanji_果.png,"fruit, reward, carry out, achieve, complete, end, finish, succeed"
../kanji_images/kanji_架.png,"erect, frame, mount, support, shelf, construct"
../kanji_images/kanji_歌.png,"song, sing"
../kanji_images/kanji_河.png,river
../kanji_images/kanji_火.png,fire
../kanji_images/kanji_珂.png,jewel
../kanji_images/kanji_禍.png,"calamity, misfortune, evil, curse"
../kanji_images/kanji_禾.png,two-branch tree radical (no. 115)
../kanji_images/kanji_稼.png,"earnings, work, earn money"
../kanji_images/kanji_箇.png,counter for articles
../kanji_images/kanji_花.png,flower
../kanji_images/kanji_苛.png,"torment, scold, chastise"
../kanji_images/kanji_茄.png,eggplant
../kanji_images/kanji_荷.png,"baggage, shoulder-pole load, bear (a burden), shoulder (a gun), load, cargo, freight"
../kanji_images/kanji_華.png,"splendor, flower, petal, shine, luster, ostentatious, showy, gay, gorgeous"
../kanji_images/kanji_菓.png,"candy, cakes, fruit"
../kanji_images/kanji_蝦.png,"shrimp, prawn, lobster"
../kanji_images/kanji_課.png,"chapter, lesson, section, department, division, counter for chapters (of a book)"
../kanji_images/kanji_嘩.png,noisy
../kanji_images/kanji_貨.png,"freight, goods, property"
../kanji_images/kanji_迦.png,(used phonetically)
../kanji_images/kanji_過.png,"overdo, exceed, go beyond, error"
../kanji_images/kanji_霞.png,"be hazy, grow dim, blurred"
../kanji_images/kanji_蚊.png,mosquito
../kanji_images/kanji_俄.png,"sudden, abrupt, improvised"
../kanji_images/kanji_峨.png,high mountain
../kanji_images/kanji_我.png,"ego, I, selfish, our, oneself"
../kanji_images/kanji_牙.png,"tusk, fang, tusk radical (no. 92)"
../kanji_images/kanji_画.png,"brush-stroke, picture"
../kanji_images/kanji_臥.png,"bend down, bow, lie prostrate"
../kanji_images/kanji_芽.png,"bud, sprout, spear, germ"
../kanji_images/kanji_蛾.png,moth
../kanji_images/kanji_賀.png,"congratulations, joy"
../kanji_images/kanji_雅.png,"gracious, elegant, graceful, refined"
../kanji_images/kanji_餓.png,"starve, hungry, thirst"
../kanji_images/kanji_駕.png,"vehicle, palanquin, litter, hitch up an animal"
../kanji_images/kanji_介.png,"jammed in, shellfish, mediate, concern oneself with"
../kanji_images/kanji_会.png,"meeting, meet, party, association, interview, join"
../kanji_images/kanji_解.png,"unravel, notes, key, explanation, understanding, untie, undo, solve, answer, cancel, absolve, explain, minute"
../kanji_images/kanji_回.png,"-times, round, game, revolve, counter for occurrences"
../kanji_images/kanji_塊.png,"clod, lump, chunk, clot, mass"
../kanji_images/kanji_壊.png,"demolition, break, destroy"
../kanji_images/kanji_廻.png,"round, game, revolve, go around, circumference"
../kanji_images/kanji_快.png,"cheerful, pleasant, agreeable, comfortable"
../kanji_images/kanji_怪.png,"suspicious, mystery, apparition"
../kanji_images/kanji_悔.png,"repent, regret"
../kanji_images/kanji_恢.png,"wide, large, enlarge"
../kanji_images/kanji_懐.png,"feelings, heart, yearn, miss someone, become attached to, bosom, breast, pocket"
../kanji_images/kanji_戒.png,commandment
../kanji_images/kanji_拐.png,"kidnap, falsify"
../kanji_images/kanji_改.png,"reformation, change, modify, mend, renew, examine, inspect, search"
../kanji_images/kanji_魁.png,charging ahead of others
../kanji_images/kanji_晦.png,"dark, disappear"
../kanji_images/kanji_械.png,"contraption, fetter, machine, instrument"
../kanji_images/kanji_海.png,"sea, ocean"
../kanji_images/kanji_灰.png,"ashes, puckery juice, cremate"
../kanji_images/kanji_界.png,"world, boundary"
../kanji_images/kanji_皆.png,"all, everything"
../kanji_images/kanji_絵.png,"picture, drawing, painting, sketch"
../kanji_images/kanji_芥.png,"mustard, rape, dust, trash, rubbish"
../kanji_images/kanji_蟹.png,crab
../kanji_images/kanji_開.png,"open, unfold, unseal"
../kanji_images/kanji_階.png,"storey, stair, counter for storeys of a building"
../kanji_images/kanji_貝.png,shellfish
../kanji_images/kanji_凱.png,victory song
../kanji_images/kanji_劾.png,"censure, criminal investigation"
../kanji_images/kanji_外.png,outside
../kanji_images/kanji_咳.png,"cough, clear throat"
../kanji_images/kanji_害.png,"harm, injury"
../kanji_images/kanji_崖.png,"cliff, bluff, precipice"
../kanji_images/kanji_慨.png,"rue, be sad, sigh, lament"
../kanji_images/kanji_概.png,"outline, condition, approximation, generally"
../kanji_images/kanji_涯.png,"horizon, shore, limit, bound"
../kanji_images/kanji_碍.png,obstacle
../kanji_images/kanji_蓋.png,"cover, lid, flap"
../kanji_images/kanji_街.png,"boulevard, street, town"
../kanji_images/kanji_該.png,"above-stated, the said, that specific"
../kanji_images/kanji_鎧.png,"put on armor, arm oneself"
../kanji_images/kanji_骸.png,"bone, body, corpse"
../kanji_images/kanji_浬.png,"knot, nautical mile"
../kanji_images/kanji_馨.png,"fragrant, balmy, favourable"
../kanji_images/kanji_蛙.png,frog
../kanji_images/kanji_垣.png,"hedge, fence, wall"
../kanji_images/kanji_柿.png,persimmon
../kanji_images/kanji_蛎.png,oyster
../kanji_images/kanji_鈎.png,"hook, barb, gaff, brackets"
../kanji_images/kanji_劃.png,divide
../kanji_images/kanji_嚇.png,"menacing, dignity, majesty, threaten"
../kanji_images/kanji_各.png,"each, every, either"
../kanji_images/kanji_廓.png,"enclosure, quarter, red-light district"
../kanji_images/kanji_拡.png,"broaden, extend, expand, enlarge"
../kanji_images/kanji_撹.png,"disturb, throw into confusion"
../kanji_images/kanji_格.png,"status, rank, capacity, character, case (law, grammar)"
../kanji_images/kanji_核.png,"nucleus, core, kernel"
../kanji_images/kanji_殻.png,"husk, nut shell"
../kanji_images/kanji_獲.png,"seize, get, find, earn, acquire, can, may, able to"
../kanji_images/kanji_確.png,"assurance, firm, tight, hard, solid, confirm, clear, evident"
../kanji_images/kanji_穫.png,"harvest, reap"
../kanji_images/kanji_覚.png,"memorize, learn, remember, awake, sober up"
../kanji_images/kanji_角.png,"angle, corner, square, horn, antlers"
../kanji_images/kanji_赫.png,"suddenly, brighten, illuminate, light up"
../kanji_images/kanji_較.png,"contrast, compare"
../kanji_images/kanji_郭.png,"enclosure, quarters, fortification, red-light district"
../kanji_images/kanji_閣.png,"tower, tall building, palace"
../kanji_images/kanji_隔.png,"isolate, alternate, distance, separate, gulf"
../kanji_images/kanji_革.png,"leather, skin, reform, become serious"
../kanji_images/kanji_学.png,"study, learning, science"
../kanji_images/kanji_岳.png,"point, peak, mountain"
../kanji_images/kanji_楽.png,"music, comfort, ease"
../kanji_images/kanji_額.png,"forehead, tablet, plaque, framed picture, sum, amount, volume"
../kanji_images/kanji_顎.png,"jaw, chin, gill"
../kanji_images/kanji_掛.png,"hang, suspend, depend, arrive at, tax, pour"
../kanji_images/kanji_笠.png,"bamboo hat, one's influence"
../kanji_images/kanji_樫.png,"evergreen oak, (kokuji)"
../kanji_images/kanji_橿.png,oak
../kanji_images/kanji_梶.png,sculling oar
../kanji_images/kanji_鰍.png,bullhead
../kanji_images/kanji_潟.png,lagoon
../kanji_images/kanji_割.png,"proportion, comparatively, divide, cut, separate, split"
../kanji_images/kanji_喝.png,"hoarse, scold"
../kanji_images/kanji_恰.png,"just as, as though, fortunately"
../kanji_images/kanji_括.png,"fasten, tie up, arrest, constrict"
../kanji_images/kanji_活.png,"lively, resuscitation, being helped, living"
../kanji_images/kanji_渇.png,"thirst, dry up, parch"
../kanji_images/kanji_滑.png,"slippery, slide, slip, fail exam"
../kanji_images/kanji_葛.png,"arrowroot, kudzu"
../kanji_images/kanji_褐.png,"brown, woollen kimono"
../kanji_images/kanji_轄.png,"control, wedge"
../kanji_images/kanji_且.png,"moreover, also, furthermore"
../kanji_images/kanji_鰹.png,bonito
../kanji_images/kanji_叶.png,"grant, answer"
../kanji_images/kanji_椛.png,"autumn foliage, birch, maple, (kokuji)"
../kanji_images/kanji_樺.png,"birch, dark red"
../kanji_images/kanji_鞄.png,"suitcase, bag, briefcase"
../kanji_images/kanji_株.png,"stocks, stump, shares, stock, counter for small plants"
../kanji_images/kanji_兜.png,"helmet, head piece"
../kanji_images/kanji_竃.png,"kitchen stove, furnace, oven, hearth"
../kanji_images/kanji_蒲.png,"bullrush, flag, cattail"
../kanji_images/kanji_釜.png,"kettle, cauldron, iron pot"
../kanji_images/kanji_鎌.png,"sickle, scythe, trick"
../kanji_images/kanji_噛.png,"chew, bite, gnaw"
../kanji_images/kanji_鴨.png,"wild duck, easy mark"
../kanji_images/kanji_栢.png,oak
../kanji_images/kanji_茅.png,miscanthus reed
../kanji_images/kanji_萱.png,miscanthus reed
../kanji_images/kanji_粥.png,rice gruel
../kanji_images/kanji_刈.png,"reap, cut, clip, trim, prune"
../kanji_images/kanji_苅.png,cutting (grass)
../kanji_images/kanji_瓦.png,"tile, gram"
../kanji_images/kanji_乾.png,"drought, dry, dessicate, drink up, heaven, emperor"
../kanji_images/kanji_侃.png,"strong, just, righteous, peace-loving"
../kanji_images/kanji_冠.png,"crown, best, peerless"
../kanji_images/kanji_寒.png,cold
../kanji_images/kanji_刊.png,"publish, carve, engrave"
../kanji_images/kanji_勘.png,"intuition, perception, check, compare, sixth sense"
../kanji_images/kanji_勧.png,"persuade, recommend, advise, encourage, offer"
../kanji_images/kanji_巻.png,"scroll, volume, book, part, roll up, wind up, tie, coil, counter for texts (or book scrolls)"
../kanji_images/kanji_喚.png,"yell, cry, call, scream, summon"
../kanji_images/kanji_堪.png,"withstand, endure, support, resist"
../kanji_images/kanji_姦.png,"wicked, mischief, seduce, rape, noisy"
../kanji_images/kanji_完.png,"perfect, completion, end"
../kanji_images/kanji_官.png,"bureaucrat, the government, organ"
../kanji_images/kanji_寛.png,"tolerant, leniency, generosity, relax, feel at home, be at ease, broadminded"
../kanji_images/kanji_干.png,"dry, parch, ebb, recede, interfere, intercede"
../kanji_images/kanji_幹.png,"tree trunk, main part, talent, capability"
../kanji_images/kanji_患.png,"afflicted, disease, suffer from, be ill"
../kanji_images/kanji_感.png,"emotion, feeling, sensation"
../kanji_images/kanji_慣.png,"accustomed, get used to, become experienced"
../kanji_images/kanji_憾.png,"remorse, regret, be sorry"
../kanji_images/kanji_換.png,"interchange, period, change, convert, replace, renew"
../kanji_images/kanji_敢.png,"daring, brave, bold, sad, tragic, pitiful"
../kanji_images/kanji_柑.png,"citrus, orange"
../kanji_images/kanji_桓.png,marking post
../kanji_images/kanji_棺.png,"coffin, casket"
../kanji_images/kanji_款.png,"goodwill, article, section, friendship, collusion"
../kanji_images/kanji_歓.png,"delight, joy"
../kanji_images/kanji_汗.png,"sweat, perspire"
../kanji_images/kanji_漢.png,"Sino-, China"
../kanji_images/kanji_澗.png,"valley river, 10**36"
../kanji_images/kanji_潅.png,"pour into, irrigate, shed (tears), flow into, concentrate on"
../kanji_images/kanji_環.png,"ring, circle, loop"
../kanji_images/kanji_甘.png,"sweet, coax, pamper, be content, sugary"
../kanji_images/kanji_監.png,"oversee, official, govt office, rule, administer"
../kanji_images/kanji_看.png,"watch over, see"
../kanji_images/kanji_竿.png,"pole, rod, scale beam, violin neck"
../kanji_images/kanji_管.png,"pipe, tube, wind instrument, drunken talk, control, jurisdiction"
../kanji_images/kanji_簡.png,"simplicity, brevity"
../kanji_images/kanji_緩.png,"slacken, loosen, relax, lessen, be moderate, ease"
../kanji_images/kanji_缶.png,"tin can, container, jar radical (no. 121)"
../kanji_images/kanji_翰.png,"letter, writing brush"
../kanji_images/kanji_肝.png,"liver, pluck, nerve, chutzpah"
../kanji_images/kanji_艦.png,warship
../kanji_images/kanji_莞.png,"smiling, reed used to cover tatami"
../kanji_images/kanji_観.png,"outlook, look, appearance, condition, view"
../kanji_images/kanji_諌.png,"admonish, dissuade"
../kanji_images/kanji_貫.png,"pierce, 8 1/3lbs, penetrate, brace"
../kanji_images/kanji_還.png,"send back, return"
../kanji_images/kanji_鑑.png,"specimen, take warning from, learn from"
../kanji_images/kanji_間.png,"interval, space"
../kanji_images/kanji_閑.png,leisure
../kanji_images/kanji_関.png,"connection, barrier, gateway, involve, concerning"
../kanji_images/kanji_陥.png,"collapse, fall into, cave in, fall (castle), slide into"
../kanji_images/kanji_韓.png,Korea
../kanji_images/kanji_館.png,"building, mansion, large building, palace"
../kanji_images/kanji_舘.png,"mansion, large building, palace"
../kanji_images/kanji_丸.png,"round, full (month), perfection, -ship, pills, make round, roll up, curl up, seduce, explain away"
../kanji_images/kanji_含.png,"contain, include, hold in the mouth, bear in mind, understand, cherish"
../kanji_images/kanji_岸.png,beach
../kanji_images/kanji_巌.png,"rock, crag, boulder"
../kanji_images/kanji_玩.png,"play, take pleasure in, trifle with, make sport of"
../kanji_images/kanji_癌.png,"cancer, cancerous evil"
../kanji_images/kanji_眼.png,eyeball
../kanji_images/kanji_岩.png,"boulder, rock, cliff"
../kanji_images/kanji_翫.png,"take pleasure in, play instrument"
../kanji_images/kanji_贋.png,"counterfeit, forgery"
../kanji_images/kanji_雁.png,wild goose
../kanji_images/kanji_頑.png,"stubborn, foolish, firmly"
../kanji_images/kanji_顔.png,"face, expression"
../kanji_images/kanji_願.png,"petition, request, vow, wish, hope"
../kanji_images/kanji_企.png,"undertake, scheme, design, attempt, plan"
../kanji_images/kanji_伎.png,"deed, skill"
../kanji_images/kanji_危.png,"dangerous, fear, uneasy"
../kanji_images/kanji_喜.png,"rejoice, take pleasure in"
../kanji_images/kanji_器.png,"utensil, vessel, receptacle, implement, instrument, ability, container, tool, set"
../kanji_images/kanji_基.png,"fundamentals, radical (chem), counter for machines, foundation"
../kanji_images/kanji_奇.png,"strange, strangeness, curiosity"
../kanji_images/kanji_嬉.png,"glad, pleased, rejoice"
../kanji_images/kanji_寄.png,"draw near, stop in, bring near, gather, collect, send, forward"
../kanji_images/kanji_岐.png,"branch off, fork in road, scene, arena, theater"
../kanji_images/kanji_希.png,"hope, beg, request, pray, beseech, Greece, dilute (acid), rare, few, phenomenal"
../kanji_images/kanji_幾.png,"how many, how much, how far, how long, some, several"
../kanji_images/kanji_忌.png,"mourning, abhor, detestable, death anniversary"
../kanji_images/kanji_揮.png,"brandish, wave, wag, swing, shake"
../kanji_images/kanji_机.png,"desk, table"
